"name","volume","margulis constant","left geod","right geod","ortho length"
"m009(1,2)",1.843585972326677938720454755,1.016428277099031,(0.480433913873947+3.092759616328846j),(0.600030116066248-1.089865632184949j),(1.114619226342214-0.96512915623777j)
"m016(-3,2)",1.885414725553855441842599206,0.909610106881372,(0.729789373051805-3.026698282181159j),(0.794134662991865+2.304856816743472j),(0.49919505639634-1.734169612584605j)
"m007(5,1)",1.885414725553855441842599206,0.9731198802504771,(0.952314712078275+1.946491000100509j),(0.952314712078275+1.946491000100509j),(0.223499191110198-1.634193437287246j)
"m006(-1,3)",1.885414725553855441842599206,0.8859485277578065,(0.644925580758145+1.899630344757824j),(0.729789373051805-3.026698282181161j),(0.602349428242709+1.229549078991816j)
"m017(-3,2)",1.885414725553855441842599206,0.939258267629697,(0.584603685017991-2.495370455560468j),(0.584603685017964-2.495370455560474j),(0.7595622438552-1.753764231199633j)
"m006(3,2)",1.885914256019060483739633780,0.8964124553461509,(0.6575931802057+2.23646921037855j),(0.735618975231708+2.819768789963799j),(0.581385402239097-1.833973048236438j)
"m010(-1,3)",1.910843793089988869555461112,0.998705286735513,(0.938351229518858+2.290487866535529j),(0.938351229518838+2.29048786653552j),(0.355364656940532-1.884453281189861j)
"m011(2,3)",1.912210250052432112134089530,1.0166345590200159,(0.49916350583602-2.232381536751067j),(0.580298538148722+1.997815598577844j),(0.958516617752608+2.770147442089753j)
"m006(4,1)",1.922297109548830089322560480,0.9085048518466106,(0.613736800788526+2.845913119543547j),(0.761309371891032+2.255280628729335j),(0.596758072373968-1.818333188006562j)
"m006(-5,1)",1.941503084027467793730320128,1.0123708593018468,(0.425721998617901+1.278428871599878j),(0.976899379471339+2.157983440247797j),(0.843024848052977+2.984954978914137j)
"m009(3,2)",1.941503084027467793730320128,1.0584208144652407,(0.4643060968662+2.978481242039663j),(0.76894850067607-1.11983912624286j),(1.077972590426614-0.630320795365698j)
