"name","left geod","right geod","ortho"
"v2864(4,1)",0.59129-2.17519*1j,0.67206+2.52431*1j,1.01935-1.16967*1j
"v2775(-6,1)",0.31844+1.01319*1j,0.78821+1.91101*1j,1.36992+0.03634*1j
"v3008(-6,1)",0.53955+2.7927*1j,0.53955+2.7927*1j,1.27165+2.46155*1j
"v2828(-4,1)",0.59783-2.07766*1j,0.74908+2.66701*1j,1.11253+1.74843*1j
"v2828(-4,1)",0.69219+2.42709*1j,0.74908+2.66701*1j,1.03624-0.63294*1j
"v3008(6,1)",0.54428+2.89286*1j,0.54428+2.89286*1j,1.2807+2.18537*1j
"v2848(1,4)",0.61613+2.26527*1j,0.62706-2.45676*1j,1.09192+1.29336*1j
"v2812(-4,1)",0.48635+2.12694*1j,0.71066+2.355*1j,1.07796-1.50331*1j
"v3258(5,1)",0.64265+2.5191*1j,0.64265+2.5191*1j,1.059-0.64017*1j
"v2819(-1,4)",0.58395+1.86541*1j,0.63937-2.18697*1j,1.08441-1.91412*1j
"v2819(-1,4)",0.58395+1.86541*1j,0.7602-2.27393*1j,1.03501+1.21005*1j
"v2828(5,1)",0.65208-2.06102*1j,0.66993+2.65092*1j,1.16769+1.78241*1j
"v2828(5,1)",0.66993+2.65092*1j,0.69884+2.4866*1j,1.06838-0.71026*1j
"v2831(-4,3)",0.77606+1.87851*1j,0.79694+2.04968*1j,0.93981-2.35904*1j
"v2950(5,1)",0.6165-2.0485*1j,0.63856-1.9525*1j,1.05419+2.26706*1j
"v2842(-5,1)",0.50027-2.22634*1j,0.79004+2.13901*1j,1.02997+1.12795*1j
"v2857(5,1)",0.50821+2.09466*1j,0.57954+2.39885*1j,1.1581-1.39303*1j
"v2859(1,4)",0.74062+1.94216*1j,0.79514+2.32893*1j,1.05331+0.68153*1j
"v2889(5,2)",0.72673+2.25974*1j,0.72673+2.25974*1j,0.99475+2.66184*1j
"v2889(7,1)",0.77121+2.27717*1j,0.77121+2.27717*1j,0.91718+2.65653*1j
"v2889(7,1)",0.30345-0.77908*1j,0.77121+2.27717*1j,1.69573+2.01893*1j
"v2889(7,1)",0.30345-0.77908*1j,0.77121+2.27717*1j,1.69573+2.01893*1j
"v2913(1,4)",0.64642-2.03214*1j,0.67892+2.30213*1j,1.00627+2.08113*1j
"v2917(5,1)",0.40973+2.40197*1j,0.78918-2.22191*1j,1.1975+0.24239*1j
"v2999(-4,1)",0.66059-1.9863*1j,0.7941-1.94307*1j,0.95723+2.29958*1j
"v2930(4,1)",0.52291+2.27785*1j,0.58012-1.98242*1j,1.15246-1.28995*1j
"v2930(4,1)",0.52291+2.27785*1j,0.77163-1.88455*1j,1.12562+1.75946*1j
"v2913(-1,4)",0.67707+2.25688*1j,0.70833-2.03006*1j,0.96415+2.08554*1j
"v2913(-1,4)",0.70833-2.03006*1j,0.72253+2.07599*1j,1.01245+2.13009*1j
"v2950(-2,3)",0.72969-2.15794*1j,0.75222-2.0689*1j,0.96941+2.4848*1j
"v3258(-5,1)",0.68689+2.59634*1j,0.78347+2.45139*1j,1.14505+1.71947*1j
